사고월,사고일,합계,과로,과속,앞지르기 방법위반,앞지르기 금지위반,중앙선 침범,신호위반,안전거리 미확보,서행 및 일시정지위반,부당한 회전,통행우선 순위위반,진로양보 의무 불이행,안전운전 의무 불이행,교차로 통행방법 위반,보행자 보호의무 위반,차로위반(진로변경 위반),직진 및 우회전차의 통행방해,철길건널목 통과방법위반,긴급자동차에대한 피양의무 위반,기타(운전자법규위반),정비불량 제차의 운전금지위반
01월,합계,"16,970",-,55,1,22,862,"1,981","1,642",35,103,1,3,"9,518","1,038",646,287,486,-,-,290,-
01월,01일,427,-,4,-,-,28,45,53,1,2,-,1,228,27,7,7,15,-,-,9,-
01월,02일,507,-,1,-,1,13,53,65,1,3,-,-,288,30,24,8,15,-,-,5,-
01월,03일,579,-,1,-,-,24,65,51,1,3,-,-,332,32,26,14,20,-,-,10,-
01월,04일,543,-,3,1,1,22,53,57,2,4,-,-,311,33,24,13,10,-,-,9,-
01월,05일,549,-,2,-,2,24,62,52,1,5,-,-,311,32,23,8,15,-,-,12,-
01월,06일,591,-,2,-,4,28,80,46,4,8,-,-,307,40,23,15,13,-,-,21,-
01월,07일,560,-,1,-,-,27,67,60,1,2,-,-,309,46,18,4,15,-,-,10,-
01월,08일,429,-,5,-,1,20,62,29,-,1,-,-,237,33,16,6,11,-,-,8,-
01월,09일,467,-,-,-,-,22,50,42,1,4,-,-,261,26,24,8,18,-,-,11,-
01월,10일,551,-,5,-,-,26,64,44,1,2,-,1,297,42,30,4,23,-,-,12,-
01월,11일,567,-,-,-,-,23,71,55,1,3,-,-,319,26,26,11,19,-,-,13,-
01월,12일,556,-,2,-,-,32,72,55,2,1,-,-,292,34,27,10,19,-,-,10,-
01월,13일,620,-,1,-,1,34,77,71,-,8,-,-,321,35,28,15,20,-,-,9,-
01월,14일,583,-,3,-,-,31,70,46,2,2,-,-,334,35,18,9,22,-,-,11,-
01월,15일,476,-,1,-,-,29,61,31,2,3,-,-,272,30,17,6,17,-,-,7,-
01월,16일,680,-,3,-,1,22,83,71,1,-,1,-,388,31,26,14,31,-,-,8,-
01월,17일,581,-,-,-,2,36,73,52,1,4,-,-,314,43,20,7,17,-,-,12,-
01월,18일,614,-,4,-,-,37,75,60,2,1,-,-,343,30,26,11,18,-,-,7,-
01월,19일,558,-,1,-,2,28,60,51,-,4,-,-,332,30,18,8,15,-,-,9,-
01월,20일,562,-,2,-,-,31,63,38,1,2,-,-,352,33,15,5,9,-,-,11,-
01월,21일,526,-,-,-,-,31,64,53,2,3,-,-,301,29,14,6,12,-,-,11,-
01월,22일,447,-,1,-,-,32,59,40,-,2,-,-,260,23,10,6,8,-,-,6,-
01월,23일,681,-,2,-,-,30,66,85,1,4,-,-,388,45,27,9,14,-,-,10,-
01월,24일,726,-,4,-,-,40,92,86,-,3,-,1,398,43,30,11,12,-,-,6,-
01월,25일,776,-,1,-,-,36,69,96,-,6,-,-,448,37,32,20,17,-,-,14,-
01월,26일,812,-,1,-,4,40,75,82,1,9,-,-,460,52,38,13,20,-,-,17,-
01월,27일,466,-,-,-,1,24,43,37,1,4,-,-,274,36,20,11,11,-,-,4,-
01월,28일,340,-,-,-,1,19,37,37,-,1,-,-,194,21,1,6,16,-,-,7,-
01월,29일,358,-,3,-,1,23,65,25,1,1,-,-,194,24,5,6,8,-,-,2,-
01월,30일,374,-,1,-,-,26,40,30,2,-,-,-,210,30,14,10,7,-,-,4,-
01월,31일,464,-,1,-,-,24,65,42,2,8,-,-,243,30,19,6,19,-,-,5,-
02월,합계,"14,832",-,62,7,23,670,"1,798","1,383",42,105,1,1,"8,191",958,572,267,446,-,-,306,-
02월,01일,474,-,3,-,-,19,61,48,-,1,-,-,245,40,23,9,10,-,-,15,-
02월,02일,499,-,2,1,1,35,47,48,1,7,-,1,261,39,29,5,12,-,-,10,-
02월,03일,551,-,-,1,-,18,71,54,3,2,-,-,305,35,21,11,19,-,-,11,-
02월,04일,502,-,5,1,1,24,72,45,1,2,1,-,274,38,14,9,10,-,-,5,-
02월,05일,396,-,3,-,-,27,58,32,1,4,-,-,209,31,12,6,10,-,-,3,-
02월,06일,507,-,1,1,-,16,64,46,2,5,-,-,282,33,19,10,19,-,-,9,-
02월,07일,497,-,1,-,-,14,63,39,5,5,-,-,268,38,24,13,15,-,-,12,-
02월,08일,523,-,2,-,3,36,60,57,2,2,-,-,275,29,15,10,21,-,-,11,-
02월,09일,536,-,1,-,1,20,68,56,1,5,-,-,289,24,25,11,22,-,-,13,-
02월,10일,583,-,1,1,1,21,72,55,1,4,-,-,333,33,22,6,16,-,-,17,-
02월,11일,567,-,5,1,2,28,59,59,2,2,-,-,325,28,20,7,19,-,-,10,-
02월,12일,432,-,4,-,-,19,55,37,2,4,-,-,236,26,14,10,17,-,-,8,-
02월,13일,554,-,1,-,-,27,61,50,-,1,-,-,294,46,26,14,19,-,-,15,-
02월,14일,588,-,2,-,1,30,73,58,1,2,-,-,325,34,19,14,20,-,-,9,-
02월,15일,546,-,2,-,1,18,56,44,-,5,-,-,321,41,18,9,18,-,-,13,-
02월,16일,573,-,3,-,2,26,60,56,2,4,-,-,327,30,21,13,18,-,-,11,-
02월,17일,613,-,3,-,-,31,74,56,2,5,-,-,344,30,26,11,21,-,-,10,-
02월,18일,570,-,2,-,2,29,57,41,2,4,-,-,331,41,18,14,18,-,-,11,-
02월,19일,440,-,6,-,1,21,63,30,3,2,-,-,245,23,19,5,15,-,-,7,-
02월,20일,520,-,2,-,2,25,58,55,3,8,-,-,283,29,18,6,18,-,-,13,-
02월,21일,482,-,-,-,-,16,54,38,1,5,-,-,278,42,19,5,12,-,-,12,-
02월,22일,588,-,1,-,2,31,85,58,-,1,-,-,315,38,28,9,10,-,-,10,-
02월,23일,549,-,2,-,1,22,75,49,1,4,-,-,297,41,20,7,17,-,-,13,-
02월,24일,593,-,1,-,1,25,75,51,1,2,-,-,320,41,35,13,19,-,-,9,-
02월,25일,581,-,2,-,-,19,68,52,-,9,-,-,331,40,20,12,14,-,-,14,-
02월,26일,437,-,2,-,-,22,54,41,1,4,-,-,264,21,7,5,10,-,-,6,-
02월,27일,555,-,2,1,-,26,69,52,2,2,-,-,320,31,14,9,13,-,-,14,-
02월,28일,576,-,3,-,1,25,66,76,2,4,-,-,294,36,26,14,14,-,-,15,-
03월,합계,"17,047",-,85,12,42,811,"2,011","1,613",44,122,1,-,"9,363","1,124",584,296,559,-,-,379,1
03월,01일,511,-,3,-,-,38,78,46,3,2,-,-,261,33,22,8,11,-,-,6,-
03월,02일,527,-,1,-,-,26,71,43,-,7,-,-,275,43,17,11,19,-,-,14,-
03월,03일,616,-,2,-,2,26,76,53,3,3,-,-,319,50,27,16,24,-,-,15,-
03월,04일,544,-,3,-,2,19,66,53,2,3,-,-,310,33,17,10,18,-,-,8,-
03월,05일,436,-,2,-,-,20,56,51,-,6,-,-,236,23,8,7,15,-,-,12,-
03월,06일,558,-,4,1,1,25,66,44,1,4,-,-,317,42,15,10,16,-,-,12,-
03월,07일,552,-,1,1,1,30,57,62,2,5,-,-,299,40,17,12,17,-,-,8,-
03월,08일,507,-,5,1,4,14,58,52,6,4,-,-,280,32,18,8,19,-,-,6,-
03월,09일,556,-,2,1,-,30,62,46,-,8,-,-,304,44,27,9,9,-,-,14,-
03월,10일,612,-,2,-,1,38,60,44,3,-,-,-,344,39,31,10,22,-,-,18,-
03월,11일,564,-,5,-,-,28,68,59,-,2,-,-,323,30,12,11,14,-,-,12,-
03월,12일,444,-,2,-,-,26,49,31,-,1,-,-,257,28,12,11,12,-,-,15,-
03월,13일,527,-,2,-,3,23,71,44,1,4,-,-,286,36,20,5,16,-,-,15,1
03월,14일,542,-,4,-,3,21,52,54,1,4,-,-,304,36,19,9,21,-,-,14,-
03월,15일,602,-,3,1,3,36,73,53,-,5,-,-,324,41,19,7,21,-,-,16,-
03월,16일,554,-,7,-,-,27,63,52,1,4,-,-,294,46,24,13,11,-,-,12,-
03월,17일,613,-,2,1,-,24,75,51,-,4,-,-,326,38,24,21,26,-,-,21,-
03월,18일,586,-,2,-,2,25,58,71,1,4,-,-,334,36,15,13,16,-,-,9,-
03월,19일,473,-,2,-,1,22,54,45,1,1,-,-,265,37,15,5,19,-,-,6,-
03월,20일,554,-,1,2,3,25,64,58,-,5,-,-,304,25,25,10,20,-,-,12,-
03월,21일,554,-,5,-,2,34,75,47,2,3,-,-,293,37,18,6,19,-,-,13,-
03월,22일,571,-,1,-,-,26,61,55,-,7,-,-,311,47,25,9,19,-,-,10,-
03월,23일,581,-,2,-,2,28,83,51,1,4,-,-,311,37,19,13,14,-,-,16,-
03월,24일,631,-,3,-,3,25,75,63,4,6,-,-,359,41,14,7,15,-,-,16,-
03월,25일,586,-,7,1,2,35,87,60,2,8,-,-,293,35,18,4,20,-,-,14,-
03월,26일,431,-,3,-,1,24,48,42,1,1,-,-,247,26,14,6,11,-,-,7,-
03월,27일,522,-,3,-,1,16,60,59,2,4,1,-,279,37,20,7,20,-,-,13,-
03월,28일,535,-,3,1,3,33,53,41,2,4,-,-,302,28,17,10,25,-,-,13,-
03월,29일,549,-,-,-,1,20,52,56,2,2,-,-,311,39,22,11,23,-,-,10,-
03월,30일,568,-,-,1,1,23,66,55,-,5,-,-,330,29,15,11,22,-,-,10,-
03월,31일,641,-,3,1,-,24,74,72,3,2,-,-,365,36,18,6,25,-,-,12,-
04월,합계,"17,717",1,73,10,23,835,"1,931","1,663",38,119,2,2,"9,950","1,167",632,336,523,-,-,411,1
04월,01일,572,-,5,-,-,32,69,48,2,1,-,-,315,41,16,13,18,-,-,12,-
04월,02일,463,-,1,-,-,22,49,45,-,2,-,-,262,37,13,13,13,-,-,6,-
04월,03일,590,-,1,-,1,23,54,49,1,3,-,-,335,44,29,13,22,-,-,15,-
04월,04일,513,-,3,-,-,22,54,42,2,7,-,-,288,38,25,11,11,-,-,10,-
04월,05일,694,-,4,1,3,46,95,76,2,1,-,-,338,35,41,13,23,-,-,16,-
04월,06일,606,-,4,1,-,30,59,56,1,4,-,-,353,32,25,9,15,-,-,17,-
04월,07일,627,-,3,-,1,21,71,66,3,6,1,1,337,29,30,11,33,-,-,14,-
04월,08일,645,-,2,1,1,33,60,55,2,2,-,-,376,48,17,9,11,-,-,28,-
04월,09일,460,-,4,-,-,30,49,54,2,1,-,-,255,25,10,10,12,-,-,8,-
04월,10일,613,-,1,-,6,15,61,54,1,4,-,-,353,38,28,13,21,-,-,18,-
04월,11일,634,-,2,-,1,22,78,57,2,5,-,-,355,40,22,10,25,-,-,15,-
04월,12일,601,-,1,-,-,25,67,71,-,2,-,-,339,38,21,12,17,-,-,8,-
04월,13일,556,-,-,-,-,25,54,57,1,4,-,-,316,30,25,14,21,-,-,9,-
04월,14일,577,-,3,-,-,33,69,50,-,3,-,-,303,50,30,10,12,-,-,14,-
04월,15일,631,-,1,-,-,21,72,48,1,7,-,-,357,48,20,13,27,-,-,16,-
04월,16일,522,-,4,1,-,28,58,37,2,5,-,-,313,28,13,4,13,-,-,16,-
04월,17일,581,-,4,-,-,42,54,54,2,2,-,-,337,35,21,10,11,-,-,9,-
04월,18일,595,-,3,-,-,34,76,59,-,-,-,-,315,38,18,24,17,-,-,11,-
04월,19일,648,1,3,-,-,34,76,67,3,9,-,-,353,40,18,13,14,-,-,17,-
04월,20일,527,-,1,-,1,20,57,54,-,2,-,-,312,35,15,9,11,-,-,10,-
04월,21일,624,-,2,1,1,30,81,60,-,5,-,1,337,49,17,7,18,-,-,15,-
04월,22일,625,-,3,1,1,34,68,60,1,8,-,-,357,35,11,13,18,-,-,15,-
04월,23일,530,-,3,-,-,20,54,44,2,2,-,-,326,30,13,11,12,-,-,13,-
04월,24일,615,-,-,1,1,29,54,43,3,7,1,-,354,49,23,12,20,-,-,18,-
04월,25일,536,-,2,-,1,26,59,56,2,5,-,-,297,38,11,9,19,-,-,10,1
04월,26일,635,-,3,2,-,28,69,69,1,6,-,-,358,46,19,10,12,-,-,12,-
04월,27일,640,-,1,-,2,27,74,66,-,6,-,-,342,47,25,17,21,-,-,12,-
04월,28일,688,-,3,1,-,24,68,64,2,5,-,-,382,59,31,10,16,-,-,23,-
04월,29일,677,-,1,-,1,31,70,62,-,4,-,-,395,42,31,8,23,-,-,9,-
04월,30일,492,-,5,-,2,28,52,40,-,1,-,-,290,23,14,5,17,-,-,15,-
05월,합계,"18,502",-,86,17,39,839,"2,007","1,660",32,138,-,1,"10,452","1,244",571,314,615,-,1,484,2
05월,01일,579,-,5,-,1,26,61,47,-,4,-,-,343,32,19,5,25,-,-,11,-
05월,02일,609,-,-,1,2,23,51,61,1,7,-,-,355,45,23,12,13,-,-,15,-
05월,03일,553,-,3,2,1,30,48,53,1,5,-,-,309,43,18,9,20,-,-,11,-
05월,04일,630,-,3,1,2,29,87,62,1,3,-,-,327,56,16,9,20,-,1,13,-
05월,05일,554,-,1,-,1,34,61,49,1,3,-,-,310,38,17,13,16,-,-,10,-
05월,06일,556,-,4,2,4,35,64,47,2,3,-,-,316,27,11,12,23,-,-,6,-
05월,07일,442,-,1,-,-,23,51,35,-,4,-,-,265,25,10,5,15,-,-,8,-
05월,08일,626,-,1,-,1,26,58,57,2,5,-,-,349,51,22,15,19,-,-,20,-
05월,09일,555,-,3,-,1,21,62,48,3,6,-,-,321,34,18,9,14,-,-,15,-
05월,10일,513,-,2,-,-,19,59,49,1,4,-,-,288,43,14,4,10,-,-,20,-
05월,11일,596,-,2,-,-,31,75,48,-,5,-,-,330,37,14,14,17,-,-,23,-
05월,12일,611,-,4,-,3,16,86,63,2,3,-,-,329,38,19,8,22,-,-,18,-
05월,13일,620,-,1,3,1,30,82,52,1,3,-,-,341,38,19,16,21,-,-,12,-
05월,14일,496,-,3,-,-,27,56,35,2,2,-,1,287,40,9,8,18,-,-,8,-
05월,15일,622,-,1,1,1,22,70,67,-,2,-,-,359,35,20,8,18,-,-,18,-
05월,16일,596,-,2,-,1,30,74,33,-,4,-,-,347,39,15,9,25,-,-,17,-
05월,17일,612,-,2,-,1,30,55,53,-,5,-,-,339,52,24,10,19,-,-,22,-
05월,18일,647,-,4,-,6,21,66,65,2,6,-,-,360,51,21,14,15,-,-,16,-
05월,19일,718,-,3,1,3,32,64,73,-,6,-,-,407,53,23,12,20,-,-,21,-
05월,20일,632,-,6,1,-,25,64,73,1,5,-,-,367,39,10,6,19,-,-,16,-
05월,21일,531,-,5,-,2,28,74,37,1,6,-,-,290,41,5,5,18,-,-,18,1
05월,22일,641,-,3,-,1,30,60,58,1,4,-,-,369,33,29,11,24,-,-,17,1
05월,23일,628,-,3,-,1,35,67,67,1,6,-,-,331,37,22,14,25,-,-,19,-
05월,24일,629,-,4,-,-,31,62,69,1,5,-,-,330,44,31,11,22,-,-,19,-
05월,25일,621,-,9,3,1,27,60,43,1,1,-,-,361,30,22,16,30,-,-,17,-
05월,26일,728,-,2,-,1,29,76,59,-,5,-,-,417,44,32,14,27,-,-,22,-
05월,27일,681,-,3,-,-,29,60,65,3,3,-,-,412,45,18,10,18,-,-,15,-
05월,28일,515,-,-,1,-,23,69,40,1,9,-,-,290,37,12,6,14,-,-,13,-
05월,29일,596,-,-,-,-,26,60,52,1,5,-,-,349,41,25,8,19,-,-,10,-
05월,30일,584,-,3,1,3,23,56,50,-,6,-,-,329,41,17,10,24,-,-,21,-
05월,31일,581,-,3,-,1,28,69,50,2,3,-,-,325,35,16,11,25,-,-,13,-
06월,합계,"18,047",-,71,11,38,812,"1,953","1,699",41,129,1,6,"10,100","1,214",611,328,610,-,-,423,-
06월,01일,598,-,1,-,2,27,66,78,3,4,-,-,303,35,31,12,20,-,-,16,-
06월,02일,661,-,2,1,2,23,63,66,1,4,1,-,361,57,28,14,19,-,-,19,-
06월,03일,656,-,1,-,2,36,69,76,2,2,-,-,362,44,15,9,25,-,-,13,-
06월,04일,498,-,4,-,-,34,79,44,1,2,-,1,259,24,9,13,15,-,-,13,-
06월,05일,647,-,4,-,2,27,75,61,1,5,-,-,350,44,28,5,22,-,-,23,-
06월,06일,553,-,3,-,3,25,68,40,1,1,-,-,329,35,9,13,18,-,-,8,-
06월,07일,569,-,2,-,1,23,64,48,1,5,-,-,319,32,24,11,22,-,-,17,-
06월,08일,569,-,3,-,1,23,58,59,-,6,-,-,333,42,15,9,10,-,-,10,-
06월,09일,607,-,2,1,-,27,67,60,2,7,-,-,330,32,23,12,23,-,-,21,-
06월,10일,615,-,4,1,-,29,59,60,2,4,-,-,355,37,12,12,21,-,-,19,-
06월,11일,520,-,3,1,-,29,66,31,1,5,-,1,293,34,12,10,18,-,-,16,-
06월,12일,569,-,3,-,1,24,56,53,-,4,-,-,332,47,12,9,17,-,-,11,-
06월,13일,607,-,1,-,3,32,59,59,-,3,-,-,341,43,19,12,14,-,-,21,-
06월,14일,662,-,4,1,-,29,77,62,3,5,-,-,336,61,23,8,35,-,-,18,-
06월,15일,646,-,3,-,1,22,62,66,2,3,-,-,372,43,24,13,23,-,-,12,-
06월,16일,633,-,4,-,3,31,66,55,1,4,-,-,365,36,21,15,16,-,-,16,-
06월,17일,663,-,3,1,-,37,74,71,1,5,-,2,353,45,21,9,23,-,-,18,-
06월,18일,486,-,3,-,-,27,59,50,1,4,-,-,275,33,8,7,15,-,-,4,-
06월,19일,647,-,2,-,-,26,64,49,2,3,-,-,374,50,26,9,22,-,-,20,-
06월,20일,629,-,-,1,2,24,63,51,3,6,-,-,369,36,31,11,19,-,-,13,-
06월,21일,567,-,1,2,-,23,63,48,1,6,-,-,313,37,25,8,28,-,-,12,-
06월,22일,636,-,1,-,1,27,59,53,5,5,-,1,381,49,18,10,15,-,-,11,-
06월,23일,694,-,-,1,3,28,72,71,1,5,-,-,395,37,31,13,20,-,-,17,-
06월,24일,598,-,5,-,1,21,62,54,1,6,-,-,357,37,19,8,15,-,-,12,-
06월,25일,446,-,3,-,1,23,47,39,-,2,-,-,247,36,14,9,17,-,-,8,-
06월,26일,605,-,-,-,2,25,58,58,-,2,-,-,351,39,23,11,21,-,-,15,-
06월,27일,612,-,3,-,2,27,79,49,-,3,-,-,337,37,25,15,26,-,-,9,-
06월,28일,587,-,1,-,3,23,63,63,3,8,-,-,321,43,27,6,18,-,-,8,-
06월,29일,586,-,3,1,-,23,59,57,2,3,-,-,321,48,22,14,24,-,-,9,-
06월,30일,681,-,2,-,2,37,77,68,-,7,-,1,366,41,16,21,29,-,-,14,-
