"","date","과속","중앙선 침범","신호위반","안전거리 미확보","안전운전 의무 불이행"
"550","2018-07-04","2",21,63,79,316
"551","2018-07-05","6",19,73,48,334
"552","2018-07-06","3",28,62,54,322
"553","2018-07-07",NA,37,55,59,365
"554","2018-07-08","2",26,59,29,250
"555","2018-07-09","1",19,63,48,297
"556","2018-07-10","3",30,58,59,324
"557","2018-07-11","2",29,71,60,336
"558","2018-07-12",NA,30,65,51,328
"559","2018-07-13","2",28,56,57,380
"560","2018-07-14","3",27,80,58,350
"561","2018-07-15","6",27,49,37,270
"562","2018-07-16","2",23,68,67,330
"563","2018-07-17","1",29,70,61,350
"564","2018-07-18","4",23,55,53,385
"565","2018-07-19","5",20,72,69,408
"566","2018-07-20","3",31,64,61,449
"567","2018-07-21","4",24,66,62,343
"568","2018-07-22","1",26,51,41,302
"569","2018-07-23","3",25,76,62,355
"570","2018-07-24","1",26,70,55,383
"571","2018-07-25",NA,22,70,59,356
"572","2018-07-26","2",29,60,54,319
"573","2018-07-27","6",34,79,61,386
"574","2018-07-28","2",22,73,58,335
"575","2018-07-29","1",24,61,41,284
"576","2018-07-30","1",25,54,57,383
"577","2018-07-31","5",27,66,59,345
"578","2018-08-01","6",21,66,62,379
"579","2018-08-02","4",20,68,62,364
"580","2018-08-03","1",33,60,63,326
"581","2018-08-04","6",20,59,61,300
"582","2018-08-05","4",27,56,56,264
"583","2018-08-06","1",20,63,53,314
"584","2018-08-07","4",27,65,58,304
"585","2018-08-08","3",27,60,44,326
"586","2018-08-09","3",26,55,60,353
"587","2018-08-10","4",29,68,54,382
"588","2018-08-11","2",29,64,50,311
"589","2018-08-12","5",18,45,36,270
"590","2018-08-13","1",27,81,64,377
"591","2018-08-14","3",25,69,75,373
"592","2018-08-15","1",25,65,48,309
"593","2018-08-16","1",31,72,59,342
"594","2018-08-17","3",22,82,56,404
"595","2018-08-18","3",30,86,57,336
"596","2018-08-19","2",22,64,47,268
"597","2018-08-20","7",26,58,62,327
"598","2018-08-21","2",26,86,66,369
"599","2018-08-22","3",28,60,60,367
"600","2018-08-23","2",24,69,49,283
"601","2018-08-24","1",31,81,58,316
"602","2018-08-25","2",21,62,46,365
"603","2018-08-26","3",30,47,32,302
"604","2018-08-27","4",33,66,50,351
"605","2018-08-28","1",22,72,58,367
"606","2018-08-29","2",30,61,42,366
"607","2018-08-30","5",28,61,58,311
"608","2018-08-31","5",26,71,66,343
"609","2018-09-01","5",27,74,59,351
"610","2018-09-02","5",30,42,43,261
"611","2018-09-03","3",27,74,75,355
"612","2018-09-04","2",23,76,60,295
"613","2018-09-05","2",45,66,68,376
"614","2018-09-06","2",32,76,47,316
"615","2018-09-07","4",27,75,56,380
"616","2018-09-08","1",29,57,71,378
"617","2018-09-09","3",19,57,33,319
"618","2018-09-10","1",23,51,83,416
"619","2018-09-11","1",18,64,58,315
"620","2018-09-12","3",23,75,73,434
"621","2018-09-13","3",35,82,63,387
"622","2018-09-14","2",36,83,84,409
"623","2018-09-15","3",27,69,50,374
"624","2018-09-16","5",28,59,41,300
"625","2018-09-17","1",18,72,60,373
"626","2018-09-18","2",24,72,53,357
"627","2018-09-19","1",32,60,66,407
"628","2018-09-20","4",41,89,81,391
"629","2018-09-21","9",35,87,85,458
"630","2018-09-22","4",30,79,59,412
"631","2018-09-23","4",20,43,43,264
"632","2018-09-24","1",20,51,43,252
"633","2018-09-25","6",30,54,47,252
"634","2018-09-26","3",17,52,46,238
"635","2018-09-27","1",29,69,58,355
"636","2018-09-28","1",24,69,45,306
"637","2018-09-29","3",22,67,49,342
"638","2018-09-30","2",28,64,39,282
"639","2018-10-01","3",33,62,59,329
"640","2018-10-02","4",32,66,71,373
"641","2018-10-03","2",31,66,53,298
"642","2018-10-04","2",24,88,83,389
"643","2018-10-05","1",36,96,96,488
"644","2018-10-06","9",27,80,46,382
"645","2018-10-07","1",37,72,49,318
"646","2018-10-08","6",26,61,61,377
"647","2018-10-09",NA,25,57,38,290
"648","2018-10-10","2",21,55,48,314
"649","2018-10-11","5",23,76,63,328
"650","2018-10-12",NA,40,93,77,392
"651","2018-10-13","6",30,72,57,337
"652","2018-10-14","1",13,63,45,264
"653","2018-10-15","3",25,61,56,323
"654","2018-10-16","1",25,61,52,358
"655","2018-10-17","2",28,68,74,345
"656","2018-10-18","2",20,73,69,372
"657","2018-10-19","5",27,93,76,424
"658","2018-10-20",NA,40,84,71,428
"659","2018-10-21","4",31,59,37,330
"660","2018-10-22","2",19,61,52,326
"661","2018-10-23","4",32,63,63,323
"662","2018-10-24","3",30,88,79,393
"663","2018-10-25","4",27,79,69,378
"664","2018-10-26","6",40,76,59,377
"665","2018-10-27","3",29,85,53,397
"666","2018-10-28","3",26,66,52,292
"667","2018-10-29","4",27,83,76,361
"668","2018-10-30","1",27,85,66,377
"669","2018-10-31","4",23,77,59,367
"670","2018-11-01","2",24,92,56,353
"671","2018-11-02","4",33,89,64,463
"672","2018-11-03",NA,26,93,63,360
"673","2018-11-04","2",24,64,56,283
"674","2018-11-05","3",19,77,63,381
"675","2018-11-06","4",20,75,70,330
"676","2018-11-07","5",37,86,67,388
"677","2018-11-08","2",44,129,88,438
"678","2018-11-09","4",31,71,80,418
"679","2018-11-10","2",28,74,80,389
"680","2018-11-11","3",26,60,47,244
"681","2018-11-12",NA,23,79,59,319
"682","2018-11-13","4",29,76,58,329
"683","2018-11-14","4",35,83,67,348
"684","2018-11-15","5",25,67,59,342
"685","2018-11-16","3",34,81,65,352
"686","2018-11-17","3",34,71,74,376
"687","2018-11-18","4",33,59,44,231
"688","2018-11-19","2",18,68,65,314
"689","2018-11-20","2",22,108,50,338
"690","2018-11-21","2",16,81,64,313
"691","2018-11-22","2",21,77,67,340
"692","2018-11-23","1",26,84,70,405
"693","2018-11-24","1",30,99,64,385
"694","2018-11-25","4",15,55,44,244
"695","2018-11-26","3",24,68,64,353
"696","2018-11-27","3",21,65,54,342
"697","2018-11-28","3",26,62,80,316
"698","2018-11-29","3",21,57,57,316
"699","2018-11-30","2",21,84,77,413
"700","2018-12-01","3",24,77,64,329
"701","2018-12-02","3",17,57,42,257
"702","2018-12-03","2",28,72,66,338
"703","2018-12-04","2",27,76,68,298
"704","2018-12-05","1",24,71,59,268
"705","2018-12-06","4",34,78,46,327
"706","2018-12-07",NA,31,76,78,380
"707","2018-12-08","2",42,91,45,328
"708","2018-12-09","3",21,61,39,199
"709","2018-12-10","2",23,64,59,325
"710","2018-12-11","2",30,69,53,365
"711","2018-12-12","1",26,74,59,336
"712","2018-12-13","2",22,64,49,383
"713","2018-12-14","2",29,101,71,358
"714","2018-12-15","1",41,88,64,378
"715","2018-12-16","1",19,54,40,245
"716","2018-12-17","3",34,68,64,420
"717","2018-12-18","3",25,83,59,358
"718","2018-12-19","1",24,78,65,349
"719","2018-12-20","5",24,80,47,311
"720","2018-12-21","2",25,79,65,391
"721","2018-12-22","2",26,57,48,376
"722","2018-12-23","3",22,74,28,239
"723","2018-12-24","2",29,69,72,340
"724","2018-12-25",NA,15,56,29,233
"725","2018-12-26","1",19,69,61,347
"726","2018-12-27","2",23,83,58,315
"727","2018-12-28","2",30,80,64,342
"728","2018-12-29","2",16,55,50,264
"729","2018-12-30",NA,15,64,20,211
"730","2018-12-31","2",27,74,65,336
"731","2019-01-01","2",21,51,21,199
"732","2019-01-02","3",19,71,58,266
"733","2019-01-03","1",17,76,44,256
"734","2019-01-04","3",15,63,55,287
"735","2019-01-05","3",25,62,51,281
"736","2019-01-06","2",10,54,28,198
"737","2019-01-07","5",20,64,71,261
"738","2019-01-08","6",23,50,58,293
"739","2019-01-09","2",24,70,47,296
"740","2019-01-10","3",20,65,46,290
"741","2019-01-11","1",18,67,62,323
"742","2019-01-12","3",25,81,45,313
"743","2019-01-13","6",19,61,35,220
"744","2019-01-14","5",23,71,63,288
"745","2019-01-15","4",20,71,46,285
"746","2019-01-16","4",26,79,68,291
"747","2019-01-17","3",24,65,67,288
"748","2019-01-18","4",30,82,71,307
"749","2019-01-19",NA,25,67,58,259
"750","2019-01-20","1",27,58,35,254
"751","2019-01-21","6",15,69,57,295
"752","2019-01-22","2",20,84,66,295
"753","2019-01-23",NA,23,64,47,304
"754","2019-01-24",NA,19,65,72,285
"755","2019-01-25","5",21,89,64,329
"756","2019-01-26","6",20,76,66,313
"757","2019-01-27","2",21,59,29,209
"758","2019-01-28","4",28,79,65,365
"759","2019-01-29","3",29,71,61,303
"760","2019-01-30","1",23,52,54,331
"761","2019-01-31","6",31,74,46,328
"762","2019-02-01","4",34,94,52,387
"763","2019-02-02","2",26,57,58,317
"764","2019-02-03","4",23,76,33,264
"765","2019-02-04","1",12,44,32,203
"766","2019-02-05",NA,20,48,46,179
"767","2019-02-06","4",21,39,32,169
"768","2019-02-07","5",14,67,50,273
"769","2019-02-08","3",20,65,59,276
"770","2019-02-09","6",13,58,49,240
"771","2019-02-10",NA,17,59,27,202
"772","2019-02-11","3",20,53,63,280
"773","2019-02-12","1",23,75,48,267
"774","2019-02-13","2",18,76,55,290
"775","2019-02-14","4",22,68,59,309
"776","2019-02-15","3",26,82,67,378
"777","2019-02-16","2",26,81,70,323
"778","2019-02-17","4",19,69,58,224
"779","2019-02-18","1",22,71,54,297
"780","2019-02-19","1",24,64,46,293
"781","2019-02-20","2",22,75,55,286
"782","2019-02-21","3",23,88,71,323
"783","2019-02-22","5",21,71,51,355
"784","2019-02-23","2",22,82,63,308
"785","2019-02-24","5",18,58,34,254
"786","2019-02-25","5",25,62,68,319
"787","2019-02-26","3",21,59,63,296
"788","2019-02-27","6",20,75,44,297
"789","2019-02-28","3",22,81,70,317
"790","2019-03-01",NA,28,43,53,268
"791","2019-03-02","4",18,60,57,277
"792","2019-03-03","1",12,47,39,231
"793","2019-03-04","3",20,52,52,286
"794","2019-03-05","6",26,43,57,297
"795","2019-03-06","5",18,67,49,319
"796","2019-03-07","3",33,71,59,327
"797","2019-03-08","1",28,80,80,382
"798","2019-03-09","4",25,85,56,346
"799","2019-03-10","3",23,63,45,277
"800","2019-03-11","2",25,60,57,303
"801","2019-03-12","2",23,83,62,312
"802","2019-03-13","3",25,97,52,345
"803","2019-03-14","2",19,72,72,346
"804","2019-03-15","5",18,90,70,391
"805","2019-03-16","5",28,77,61,333
"806","2019-03-17","3",19,61,47,277
"807","2019-03-18","3",23,87,52,302
"808","2019-03-19","3",28,71,53,298
"809","2019-03-20","3",28,105,77,378
"810","2019-03-21","2",22,98,65,326
"811","2019-03-22","3",27,72,75,353
"812","2019-03-23","2",20,81,54,357
"813","2019-03-24","5",27,65,51,273
"814","2019-03-25","2",27,78,42,330
"815","2019-03-26","2",21,74,67,340
"816","2019-03-27","4",23,74,52,319
"817","2019-03-28",NA,19,91,58,351
"818","2019-03-29","6",31,88,60,388
"819","2019-03-30","4",44,78,65,381
"820","2019-03-31","4",16,60,42,259
"821","2019-04-01","4",29,90,74,345
"822","2019-04-02","2",24,81,70,348
"823","2019-04-03","5",16,72,44,355
"824","2019-04-04","1",24,90,65,350
"825","2019-04-05",NA,29,87,68,343
"826","2019-04-06","3",27,76,56,371
"827","2019-04-07","6",24,68,44,271
"828","2019-04-08","2",27,88,56,336
"829","2019-04-09","2",31,92,82,386
"830","2019-04-10",NA,23,76,54,328
"831","2019-04-11","1",29,65,58,320
"832","2019-04-12","2",20,76,73,350
"833","2019-04-13","1",24,80,78,377
"834","2019-04-14","2",25,62,30,247
"835","2019-04-15","2",36,82,77,355
"836","2019-04-16","4",31,78,73,348
"837","2019-04-17","5",27,70,66,344
"838","2019-04-18","4",19,91,54,341
"839","2019-04-19","3",26,99,61,374
"840","2019-04-20","3",25,93,59,382
"841","2019-04-21","1",28,60,29,267
"842","2019-04-22","3",25,78,77,375
"843","2019-04-23","2",24,75,49,373
"844","2019-04-24","5",25,80,69,361
"845","2019-04-25","4",36,86,57,386
"846","2019-04-26","2",29,84,65,388
"847","2019-04-27",NA,32,85,69,386
"848","2019-04-28","2",19,62,41,271
"849","2019-04-29","4",23,88,56,327
"850","2019-04-30","2",17,74,81,345
"851","2019-05-01","4",27,66,48,312
"852","2019-05-02","2",27,86,61,385
"853","2019-05-03","5",21,89,81,396
"854","2019-05-04","2",28,89,64,357
"855","2019-05-05","3",31,71,49,325
"856","2019-05-06","2",31,76,56,310
"857","2019-05-07","3",23,92,68,386
"858","2019-05-08","4",32,90,71,332
"859","2019-05-09","3",18,71,65,359
"860","2019-05-10","1",31,93,82,376
"861","2019-05-11","4",34,76,75,382
"862","2019-05-12","2",31,55,36,334
"863","2019-05-13","6",21,72,62,346
"864","2019-05-14","3",27,61,50,381
"865","2019-05-15","4",24,88,66,381
"866","2019-05-16","1",29,87,73,382
"867","2019-05-17","5",27,80,71,405
"868","2019-05-18","2",23,92,71,360
"869","2019-05-19","4",19,87,52,330
"870","2019-05-20","3",26,52,67,391
"871","2019-05-21","5",25,74,80,397
"872","2019-05-22","1",30,84,71,370
"873","2019-05-23","7",27,85,67,380
"874","2019-05-24","7",28,88,58,431
"875","2019-05-25","4",27,81,55,406
"876","2019-05-26","2",23,78,51,293
"877","2019-05-27","4",23,80,63,347
"878","2019-05-28","4",21,75,75,432
"879","2019-05-29","6",27,86,58,386
"880","2019-05-30","9",30,87,55,330
"881","2019-05-31","9",27,84,73,423
"882","2019-06-01","9",27,75,49,351
"883","2019-06-02",NA,25,65,50,259
"884","2019-06-03","2",24,67,73,330
"885","2019-06-04","3",39,84,65,351
"886","2019-06-05","3",35,85,75,414
"887","2019-06-06","3",27,77,56,361
"888","2019-06-07","3",35,76,67,334
"889","2019-06-08","5",31,61,66,360
"890","2019-06-09","3",25,57,37,251
"891","2019-06-10","1",33,79,62,327
"892","2019-06-11","4",26,57,61,345
"893","2019-06-12","2",23,92,57,317
"894","2019-06-13","4",20,60,65,353
"895","2019-06-14","1",33,78,64,371
"896","2019-06-15","3",42,78,65,407
"897","2019-06-16","3",34,76,40,259
"898","2019-06-17","5",29,82,66,376
"899","2019-06-18","5",23,77,73,350
"900","2019-06-19","2",16,74,67,356
"901","2019-06-20","2",28,73,69,363
"902","2019-06-21","4",22,73,78,410
"903","2019-06-22","3",38,88,67,390
"904","2019-06-23","3",17,87,52,332
"905","2019-06-24","1",23,77,71,384
"906","2019-06-25","4",30,87,73,375
"907","2019-06-26","3",32,82,60,382
"908","2019-06-27","2",24,72,45,375
"909","2019-06-28","5",20,78,68,400
"910","2019-06-29","4",38,69,62,349
"911","2019-06-30","6",20,44,39,244
"912","2019-07-01","3",26,59,73,356
"913","2019-07-02","1",24,70,55,318
"914","2019-07-03","2",19,77,57,329
"915","2019-07-04","2",21,92,61,319
"916","2019-07-05","5",30,73,67,352
"917","2019-07-06","3",30,89,66,391
"918","2019-07-07","2",20,63,43,273
"919","2019-07-08","4",16,72,60,340
"920","2019-07-09","1",29,82,70,332
"921","2019-07-10","2",25,95,68,369
"922","2019-07-11","2",25,76,57,341
"923","2019-07-12","2",28,92,76,366
"924","2019-07-13","2",27,74,47,320
"925","2019-07-14",NA,22,62,43,260
"926","2019-07-15","2",37,66,55,312
"927","2019-07-16","3",22,85,48,344
"928","2019-07-17","3",30,89,70,322
"929","2019-07-18","1",23,71,59,349
"930","2019-07-19","1",31,85,82,396
"931","2019-07-20","4",25,70,65,332
"932","2019-07-21","6",17,61,44,274
"933","2019-07-22","3",25,80,65,404
"934","2019-07-23","1",31,71,83,349
"935","2019-07-24","5",23,84,53,377
"936","2019-07-25",NA,22,85,61,322
"937","2019-07-26","3",30,75,56,327
"938","2019-07-27","1",28,86,66,332
"939","2019-07-28","1",12,45,38,248
"940","2019-07-29","1",27,87,72,345
"941","2019-07-30","8",27,74,50,381
"942","2019-07-31","3",35,68,66,388
"943","2019-08-01","4",32,89,50,369
"944","2019-08-02","2",29,69,65,398
"945","2019-08-03","1",24,51,57,303
"946","2019-08-04","1",25,64,49,288
"947","2019-08-05","4",30,75,68,344
"948","2019-08-06",NA,24,83,67,359
"949","2019-08-07","2",34,94,45,331
"950","2019-08-08",NA,31,71,59,348
"951","2019-08-09","3",27,88,88,383
"952","2019-08-10","2",31,79,80,360
"953","2019-08-11","1",25,69,50,283
"954","2019-08-12","1",22,90,79,387
"955","2019-08-13","3",26,76,68,373
"956","2019-08-14","4",29,93,73,417
"957","2019-08-15","3",24,62,40,305
"958","2019-08-16","3",19,84,60,378
"959","2019-08-17","2",26,75,53,379
"960","2019-08-18",NA,23,63,41,258
"961","2019-08-19","2",23,58,56,345
"962","2019-08-20","1",22,73,63,354
"963","2019-08-21","4",32,92,64,369
"964","2019-08-22","5",26,74,72,381
"965","2019-08-23","4",28,79,68,401
"966","2019-08-24","2",33,80,71,338
"967","2019-08-25","2",21,67,47,296
"968","2019-08-26","3",26,69,74,378
"969","2019-08-27","2",33,77,62,360
"970","2019-08-28","4",25,75,47,360
"971","2019-08-29","3",31,73,73,381
"972","2019-08-30","7",25,83,79,469
"973","2019-08-31","2",36,85,76,402
"974","2019-09-01","4",33,63,40,265
"975","2019-09-02","4",30,94,74,402
"976","2019-09-03","3",24,83,72,394
"977","2019-09-04","2",30,80,49,377
"978","2019-09-05","1",23,94,61,375
"979","2019-09-06","2",22,84,59,411
"980","2019-09-07",NA,23,74,32,272
"981","2019-09-08","4",15,61,36,292
"982","2019-09-09","1",27,86,94,407
"983","2019-09-10","1",24,103,63,456
"984","2019-09-11","9",31,84,80,500
"985","2019-09-12","1",31,62,44,297
"986","2019-09-13","2",20,50,50,227
"987","2019-09-14","3",15,53,34,247
"988","2019-09-15","1",19,58,55,237
"989","2019-09-16",NA,20,73,52,351
"990","2019-09-17","1",17,70,82,377
"991","2019-09-18","2",25,86,68,380
"992","2019-09-19","3",28,66,37,374
"993","2019-09-20","3",26,98,64,367
"994","2019-09-21","5",31,86,61,415
"995","2019-09-22","5",20,66,39,293
"996","2019-09-23","3",29,87,74,321
"997","2019-09-24","2",24,91,62,426
"998","2019-09-25",NA,18,89,68,373
"999","2019-09-26","2",20,70,60,379
"1000","2019-09-27","7",35,99,69,399
"1001","2019-09-28","5",33,90,69,435
"1002","2019-09-29","2",31,70,42,326
"1003","2019-09-30","3",36,85,66,401
"1004","2019-10-01","3",25,74,73,385
"1005","2019-10-02","3",31,124,114,485
"1006","2019-10-03","8",24,80,46,331
"1007","2019-10-04","1",30,82,51,440
"1008","2019-10-05","3",30,54,64,330
"1009","2019-10-06","2",17,69,42,278
"1010","2019-10-07","6",26,91,65,384
"1011","2019-10-08","3",30,77,71,441
"1012","2019-10-09","6",25,84,70,347
"1013","2019-10-10","6",34,90,59,357
"1014","2019-10-11","2",35,91,87,399
"1015","2019-10-12","5",31,97,72,421
"1016","2019-10-13","1",31,59,49,293
"1017","2019-10-14","1",36,84,68,411
"1018","2019-10-15","4",16,102,68,410
"1019","2019-10-16","5",33,69,72,404
"1020","2019-10-17",NA,33,65,82,374
"1021","2019-10-18","4",42,102,83,431
"1022","2019-10-19","5",30,79,62,387
"1023","2019-10-20","6",18,65,49,309
"1024","2019-10-21","3",27,90,73,385
"1025","2019-10-22","4",30,86,81,392
"1026","2019-10-23","3",19,74,61,371
"1027","2019-10-24","2",30,82,83,416
"1028","2019-10-25","2",44,104,89,425
"1029","2019-10-26","5",27,68,78,399
"1030","2019-10-27","2",22,74,66,352
"1031","2019-10-28","5",32,83,60,395
"1032","2019-10-29","5",32,90,72,367
"1033","2019-10-30","7",28,88,74,437
"1034","2019-10-31","3",27,80,65,399
"1035","2019-11-01","4",37,104,74,422
"1036","2019-11-02","3",28,83,82,405
"1037","2019-11-03","4",14,55,48,307
"1038","2019-11-04","5",33,102,82,407
"1039","2019-11-05","3",31,92,82,397
"1040","2019-11-06","1",24,92,72,395
"1041","2019-11-07","2",37,106,90,398
"1042","2019-11-08","2",34,85,91,454
"1043","2019-11-09","6",32,75,91,399
"1044","2019-11-10","5",27,86,52,360
"1045","2019-11-11","5",27,93,64,403
"1046","2019-11-12","6",21,73,59,356
"1047","2019-11-13","2",16,93,57,407
"1048","2019-11-14","8",27,91,70,433
"1049","2019-11-15","6",46,100,114,490
"1050","2019-11-16","2",25,86,69,400
"1051","2019-11-17","1",33,64,48,326
"1052","2019-11-18","6",24,87,65,368
"1053","2019-11-19",NA,34,79,97,415
"1054","2019-11-20","5",30,78,95,382
"1055","2019-11-21","2",31,82,75,412
"1056","2019-11-22","5",36,93,84,446
"1057","2019-11-23","6",26,85,83,404
"1058","2019-11-24","3",15,70,45,313
"1059","2019-11-25","2",28,94,70,378
"1060","2019-11-26","3",19,83,65,381
"1061","2019-11-27",NA,25,76,83,371
"1062","2019-11-28","7",26,97,54,370
"1063","2019-11-29","4",34,102,78,444
"1064","2019-11-30","4",27,92,80,405
"1065","2019-12-01","3",33,82,49,335
"1066","2019-12-02","4",20,70,59,351
"1067","2019-12-03","1",18,92,71,342
"1068","2019-12-04","3",30,77,68,418
"1069","2019-12-05","4",29,76,71,348
"1070","2019-12-06","2",25,74,86,391
"1071","2019-12-07","5",22,73,65,395
"1072","2019-12-08",NA,18,69,39,304
"1073","2019-12-09","4",28,63,57,362
"1074","2019-12-10","2",33,97,75,360
"1075","2019-12-11","1",24,71,72,321
"1076","2019-12-12","3",26,89,72,366
"1077","2019-12-13","3",27,83,76,435
"1078","2019-12-14","2",37,84,70,481
"1079","2019-12-15","4",23,63,43,309
"1080","2019-12-16","1",26,69,68,346
"1081","2019-12-17","5",17,71,74,341
"1082","2019-12-18","3",29,79,60,319
"1083","2019-12-19","4",20,75,83,366
"1084","2019-12-20","5",33,82,75,400
"1085","2019-12-21","4",28,74,59,366
"1086","2019-12-22","3",16,76,45,257
"1087","2019-12-23","4",29,69,68,358
"1088","2019-12-24","4",27,90,68,390
"1089","2019-12-25","1",15,56,45,267
"1090","2019-12-26",NA,23,71,60,343
"1091","2019-12-27","7",28,82,59,353
"1092","2019-12-28","5",12,57,63,318
"1093","2019-12-29","4",17,65,37,266
"1094","2019-12-30",NA,28,67,62,335
"1095","2019-12-31",NA,22,74,65,358
